epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.8715924978044298,1.777052809906006,68.51555555623372,66.18,17.288888895670567,13.0
2,1.5528227759043376,1.6123325424194337,56.780000002034505,60.7,9.462222227647572,9.5
3,1.3387756238937378,1.2974663526535035,48.36000000542535,46.3,6.317777785915794,5.459999999999994
4,1.182285793876648,1.1584000688552856,42.37555555691189,41.52,4.724444451226134,4.920000000000002
5,1.0669101626608106,1.0855401947975158,37.84222222493489,37.66,3.6622222303602427,4.219999999999999
6,0.9686642659399245,0.9819263466835022,34.073333341471354,34.739999999999995,3.166666673448347,3.5
7,0.8981505013677809,0.915093220615387,31.860000008138016,32.980000000000004,2.484444451226125,2.799999999999997
8,0.8471958899815877,0.9674565933227539,29.85111110975477,34.480000000000004,2.237777785915796,2.739999999999995
9,0.8078705290900337,0.834621949672699,28.36666666666666,30.5,1.9955555555555549,2.1599999999999966
10,0.7707438874880472,0.7852364298820496,26.948888888888888,28.060000000000002,1.7711111124674517,1.8400000000000034
11,0.7283313822322421,0.8165362379074097,25.511111111111106,29.340000000000003,1.5777777845594585,1.7000000000000028
12,0.7017822456677755,0.7787737732887268,24.746666677517368,27.379999999999995,1.397777777777776,2.0
13,0.6695154502444797,0.7075829895019531,23.35333333333334,25.22,1.3066666680229986,1.6200000000000045
14,0.651404532623291,0.6908567887306213,22.835555558268226,24.540000000000006,1.2022222290039082,1.3400000000000034
15,0.626578841527303,0.6715126638412475,21.85555556504991,24.159999999999997,1.1444444512261214,1.5600000000000023
16,0.6102425844192505,0.6593059999465942,21.120000002712672,23.340000000000003,1.0488888902452231,0.9399999999999977
17,0.589232667848799,0.6477072010755539,20.448888894314237,22.92,1.0311111178927916,1.3400000000000034
18,0.5779522337595622,0.6180264602422714,20.062222222222218,21.959999999999994,0.9755555569118854,0.980000000000004
19,0.5634760974248251,0.6105438769817352,19.520000008138027,21.620000000000005,0.8822222222222251,0.9599999999999937
20,0.5518732099003262,0.6638856148242951,19.22444444715711,23.22,0.8088888888888874,1.5
21,0.534124284558826,0.588227720451355,18.50888889973959,20.439999999999998,0.800000006781687,1.0799999999999983
22,0.5290753265486823,0.5825642480850219,18.413333333333327,20.680000000000007,0.7577777777777754,1.2000000000000028
23,0.5174953964180417,0.6194306837081909,18.18222223036024,21.659999999999997,0.7244444512261339,1.1599999999999966
24,0.5110358313401541,0.6016962337017059,17.799999999999997,20.680000000000007,0.6777777777777771,0.8799999999999955
25,0.4982814505736033,0.5614541526794433,17.377777787272137,19.760000000000005,0.6377777777777709,1.1400000000000006
