epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.8352092231326633,1.6749454372406005,67.17777777981229,63.04,16.23777777777778,11.180000000000007
2,1.509182567448086,1.4437052858352661,54.668888894314236,51.06,8.88666666666667,8.079999999999998
3,1.3110804158316718,1.2841635135650635,47.19333333468967,45.88,5.9800000081380205,6.099999999999994
4,1.1735776041666666,1.2244195888519287,41.99111111789279,42.88,4.6311111178928,5.560000000000002
5,1.0746119274457295,1.1078006960868836,38.12888889702691,40.0,3.808888897026904,3.739999999999995
6,0.987199981657664,1.0118129530906677,34.89333333740234,36.02,3.0644444444444474,3.0999999999999943
7,0.9241955001513164,0.946238982963562,32.46888889295789,33.81999999999999,2.695555565049915,2.780000000000001
8,0.8732231389257643,0.98627232837677,30.57555555962456,33.92,2.3533333346896654,3.480000000000004
9,0.8273519997914632,0.9100370594024658,29.1644444539388,32.42,1.9822222290039093,2.700000000000003
10,0.7977470440864562,0.897151840877533,28.13777778862847,32.22,1.922222223578558,2.6599999999999966
11,0.7651750535541111,0.8005674252510071,26.90444444444445,28.620000000000005,1.7511111192491313,2.0999999999999943
12,0.7351192035463121,0.799822666835785,25.828888895670573,28.540000000000006,1.5622222235785586,2.200000000000003
13,0.7103435036129422,0.811120209980011,25.18000000542534,28.78,1.4622222290039133,1.8799999999999955
14,0.686797653971778,0.7174552907943725,24.162222230360243,25.0,1.4088888956705716,1.6200000000000045
15,0.6635380697462294,0.7012098691940307,23.382222227647574,24.540000000000006,1.326666666666668,1.4200000000000017
16,0.6454376221126981,0.7079961080074311,22.495555562337245,24.86,1.1377777845594608,1.5
17,0.6225567442152236,0.6554377983570099,21.562222226291226,23.28,1.1733333401150219,1.2800000000000011
18,0.60998865281211,0.6821785070419312,21.337777777777774,23.659999999999997,1.0822222290039036,1.3400000000000034
19,0.591267200978597,0.6585105935096741,20.688888888888883,22.540000000000006,0.973333340115019,1.0999999999999943
20,0.5856100656138526,0.65823942527771,20.59333334147135,22.799999999999997,0.8755555555555503,1.0600000000000023
21,0.559495138835907,0.6483744255065917,19.38444444986979,22.620000000000005,0.8466666680230048,1.1599999999999966
22,0.559864036740197,0.6190612370967865,19.626666669379347,22.08,0.8377777777777737,1.0400000000000063
23,0.5392496919631958,0.6097483978748321,18.826666673448344,21.519999999999996,0.7844444444444463,1.0400000000000063
24,0.5282422882715861,0.6211401146411896,18.44444445529514,21.64,0.75555555555556,1.2600000000000051
25,0.5224983556270599,0.589421933889389,18.433333340115013,20.86,0.6955555555555577,0.8799999999999955
26,0.5096309836175706,0.5861618832588196,17.922222229003907,20.620000000000005,0.7000000000000028,0.8400000000000034
27,0.505416054227617,0.6182200558662414,17.604444453938797,21.459999999999994,0.6911111111111126,1.2800000000000011
28,0.49410999859703914,0.5531027724266052,17.20888889567057,19.5,0.6600000013563374,0.7000000000000028
29,0.4892630175696479,0.6041692049264907,17.18222223307292,20.959999999999994,0.6222222290039099,1.2000000000000028
30,0.48271433145735,0.600352211022377,16.908888890245223,21.040000000000006,0.5733333333333377,1.2000000000000028
31,0.47261436201201545,0.5807358451843262,16.557777784559462,20.08,0.5888888956705784,0.980000000000004
32,0.4679835128678216,0.5317331677436828,16.500000008138016,18.78,0.5466666666666669,1.019999999999996
33,0.4570258306291368,0.5678517734050751,16.004444445800786,19.900000000000006,0.5400000000000063,0.7800000000000011
34,0.45265603080325656,0.5362717982769012,15.997777777777785,18.680000000000007,0.5377777777777766,0.8199999999999932
35,0.44601940110524496,0.569085608124733,15.540000002712674,19.939999999999998,0.49777777777778454,0.8400000000000034
36,0.43883195612165665,0.5584325824618339,15.417777779134113,19.42,0.448888888888888,0.9399999999999977
37,0.43932819283803304,0.5386584505081177,15.431111113823789,18.439999999999998,0.5,0.8199999999999932
38,0.4332302178117964,0.5657429365038872,15.304444452582459,19.840000000000003,0.49777777777778454,0.7999999999999972
39,0.4289756101184421,0.5671396589875222,14.975555562337235,19.560000000000002,0.4777777777777743,0.8799999999999955
40,0.41837574401431615,0.5409454989910125,14.644444444444446,18.340000000000003,0.4066666666666663,0.7399999999999949
41,0.417526504723231,0.5743296667575836,14.851111119249126,19.92,0.40222222222222115,0.7399999999999949
42,0.4115775987042321,0.5454544024467468,14.415555558268224,18.840000000000003,0.38666666666667027,0.7000000000000028
43,0.4111149061097039,0.5189146467447281,14.451111115180126,17.739999999999995,0.38666666666667027,0.9599999999999937
44,0.4050855720890893,0.6027008199691772,14.264444455295134,20.599999999999994,0.3844444444444406,1.0799999999999983
45,0.4013876096566518,0.5395016110658646,14.23333334147135,18.659999999999997,0.35555556233724417,0.9200000000000017
46,0.39311538134151036,0.5583356267988682,13.819999999999993,19.340000000000003,0.36444444444444457,0.9000000000000057
47,0.3950480989668104,0.5602420229196549,13.91111112196181,19.319999999999993,0.37111111789279505,1.0799999999999983
48,0.3864690578407711,0.5113755571961403,13.64666667209201,18.299999999999997,0.33555556233723394,0.8199999999999932
49,0.3772943708737691,0.5607703295528889,13.311111120605474,19.480000000000004,0.35333333333333883,0.7800000000000011
